,slide,nb_support,DICE(%),IOU(%),gt,score,nb_query
2631,20124.svs,2669857,89.49,80.97,0,[0.99751204 0.9656955  0.9064885  0.78900987 0.71803111],2715077
2632,20124.svs,2669857,92.43,85.92,0,[0.99941544 0.99072864 0.95523883 0.84597437 0.8115262 ],2715062
2633,20124.svs,2669857,81.97,69.44,0,[0.99887814 0.99237023 0.96354434 0.88487725 0.79237863],2715039
2634,20124.svs,2669857,80.11,66.82,0,[0.99886952 0.9836202  0.96330755 0.89499536 0.76970722],2715018
2635,20124.svs,2669857,86.67,76.48,0,[0.98204896 0.96140708 0.93249423 0.84587336 0.65289191],2714991
2636,20124.svs,2669857,85.76,75.07,1,[0.9996781  0.99490553 0.98146349 0.89411187 0.84584665],2689487
2637,20124.svs,2669857,88.97,80.13,1,[0.9990476  0.98412157 0.93189326 0.82097602 0.80749576],2689462
2638,20124.svs,2669857,76.88,62.45,1,[0.99882184 0.99041781 0.96543958 0.86041524 0.79666696],2689439
2639,20124.svs,2669857,90.59,82.8,1,[0.99842944 0.98300503 0.94444665 0.86008822 0.82583436],2689422
2640,20124.svs,2669857,80.58,67.48,1,[0.99827392 0.98683969 0.94688648 0.81761196 0.81967621],2689362
2641,20124.svs,2669857,83.48,71.65,1,[0.99687555 0.98423051 0.95446737 0.83683908 0.88809109],2689339
2642,20124.svs,2669857,90.29,82.3,1,[0.9982565  0.97968701 0.92288829 0.7885829  0.72480471],2689303
2643,20124.svs,2669857,77.59,63.39,1,[0.99530026 0.98677455 0.96132141 0.7724813  0.84124324],2689272
2644,20124.svs,2669857,85.73,75.03,1,[0.99796976 0.98477165 0.9580152  0.78938002 0.79289034],2689229
2645,20124.svs,2669857,90.06,81.92,1,[0.9966742  0.98968503 0.96022431 0.81628655 0.67783409],2689196
2646,20124.svs,2669857,86.91,76.85,1,[0.99713878 0.99075105 0.96704222 0.85884829 0.84314503],2689181
2647,20124.svs,2669857,82.0,69.5,1,[0.99879102 0.99007412 0.9625894  0.86255415 0.78309008],2689152
2648,20124.svs,2669857,80.45,67.29,1,[0.99819104 0.9812399  0.94241692 0.81939885 0.80901491],2689131
2649,20124.svs,2669857,87.94,78.48,1,[0.99804954 0.99106936 0.96774748 0.83040966 0.83169937],2689110
2650,20124.svs,2669857,91.47,84.28,1,[0.99790255 0.98841076 0.97049466 0.84814667 0.79609816],2689095
2651,20124.svs,2669857,88.35,79.13,1,[0.99916615 0.9864011  0.97462684 0.91528615 0.70701896],2689060
2652,20124.svs,2669857,90.13,82.04,1,[0.99964255 0.99368266 0.97927597 0.92853741 0.82553437],2689043
2653,20124.svs,2669857,57.0,39.86,1,[0.99911523 0.98825279 0.93639645 0.77749015 0.66481864],2689022
2654,20124.svs,2669857,51.05,34.27,1,[0.99887449 0.98288999 0.92685596 0.80648753 0.6105103 ],2688999
2655,20124.svs,2669857,76.2,61.55,1,[0.99830314 0.98775026 0.96170918 0.80487381 0.57657441],2670300
2656,20124.svs,2669857,93.06,87.03,1,[0.9987265  0.9899553  0.9711895  0.85573034 0.81115327],2670267
2657,20124.svs,2669857,70.37,54.28,1,[0.99879754 0.99631435 0.98257458 0.91247817 0.85034459],2670232
2658,20124.svs,2669857,91.4,84.16,1,[0.99953493 0.98766968 0.95915209 0.90033109 0.69655403],2670207
2659,20124.svs,2669857,77.25,62.94,1,[0.99952507 0.99375452 0.97019316 0.86400824 0.85117439],2670159
2660,20124.svs,2669857,92.77,86.51,1,[0.99923801 0.99217144 0.97217458 0.87164965 0.83929594],2670117
2661,20124.svs,2669857,72.33,56.66,1,[0.99963853 0.99472392 0.97070057 0.86300408 0.81424528],2670096
2662,20124.svs,2669857,85.77,75.08,1,[0.99845786 0.98368411 0.94528125 0.84085216 0.78284485],2670071
2663,20124.svs,2669857,88.1,78.74,1,[0.99717306 0.98896197 0.97067777 0.87865305 0.8526381 ],2670052
2664,20124.svs,2669857,81.87,69.3,1,[0.99722766 0.98324041 0.95295749 0.82874925 0.71877336],2670031
2665,20124.svs,2669857,90.14,82.04,1,[0.99633445 0.98662591 0.96454586 0.87617863 0.88166419],2669972
2666,20124.svs,2669857,91.0,83.49,1,[0.99870002 0.98807138 0.94783687 0.78248169 0.71566518],2669953
2667,20124.svs,2669857,62.77,45.74,1,[0.99768384 0.98548591 0.95789918 0.83518489 0.82887008],2669930
2668,20124.svs,2669857,91.48,84.3,1,[0.9989591  0.9917955  0.98467118 0.96259993 0.87320276],2669909
2669,20124.svs,2669857,86.51,76.23,1,[0.99525386 0.98266551 0.96553047 0.83811877 0.68094389],2669880
2670,20124.svs,2669857,96.97,94.12,1,[0.99996786 0.99902235 0.99401664 0.9846556  0.96263932],2669857
2671,20124.svs,2669857,82.36,70.0,1,[0.99789964 0.98014225 0.94937461 0.78828369 0.80529317],2669822
2672,20124.svs,2669857,75.32,60.41,1,[0.99816907 0.98313213 0.95853657 0.80501014 0.82089881],2669785
2673,20124.svs,2669857,85.64,74.89,1,[0.99804816 0.98079749 0.95302058 0.83128898 0.82537274],2669756
2674,20124.svs,2669857,82.39,70.06,1,[0.99782023 0.98158447 0.94929895 0.86161594 0.79758686],2669733
2675,20124.svs,2669857,78.12,64.09,1,[0.99332441 0.98404634 0.96003883 0.83344443 0.75282313],2669706
2676,20124.svs,2669857,85.51,74.69,1,[0.99846816 0.98672113 0.95215602 0.82498015 0.80965989],2669666
2677,20124.svs,2669972,77.53,63.31,0,[0.99844663 0.98556625 0.93670881 0.83173863 0.66998623],2778776
2678,20124.svs,2669972,54.9,37.83,0,[0.99855568 0.97832625 0.9442148  0.73492324 0.43816162],2745160
2679,20124.svs,2669972,69.28,53.0,0,[0.99791602 0.98724155 0.97147507 0.84661097 0.76486361],2745135
2680,20124.svs,2669972,39.66,24.73,0,[0.99506577 0.95359954 0.92631467 0.74291437 0.46941017],2745114
2681,20124.svs,2669972,59.32,42.17,0,[0.99822267 0.96960315 0.96195625 0.8231206  0.69208577],2745085
2682,20124.svs,2669972,61.69,44.6,0,[0.99690607 0.98264314 0.93161855 0.74007873 0.63139793],2745054
2683,20124.svs,2669972,49.3,32.71,0,[0.99546038 0.9813688  0.96307636 0.79856081 0.7965285 ],2745005
2684,20124.svs,2669972,65.75,48.98,0,[0.99751336 0.98478338 0.93934196 0.78861931 0.62282912],2744972
2685,20124.svs,2669972,63.41,46.42,0,[0.99411482 0.97614771 0.93573196 0.75401713 0.63996571],2744939
2686,20124.svs,2669972,70.79,54.79,0,[0.99718644 0.9828358  0.94386288 0.80246906 0.65651484],2715779
2687,20124.svs,2669972,76.81,62.35,0,[0.97150747 0.94175337 0.93099993 0.78289022 0.64399503],2715754
2688,20124.svs,2669972,90.68,82.96,0,[0.99937235 0.99045666 0.9591178  0.83526106 0.74102326],2715717
2689,20124.svs,2669972,86.78,76.64,0,[0.99842492 0.98896686 0.97436785 0.89403455 0.81919596],2715682
2690,20124.svs,2669972,69.45,53.2,0,[0.99711208 0.97517892 0.96428563 0.88087878 0.74144188],2715649
2691,20124.svs,2669972,69.44,53.18,0,[0.99623431 0.97990364 0.95552517 0.76338685 0.56871062],2715632
2692,20124.svs,2669972,66.67,50.01,0,[0.99768489 0.98626688 0.9734113  0.86935074 0.72571238],2715615
2693,20124.svs,2669972,78.37,64.44,0,[0.9991369  0.99417273 0.97720081 0.83317032 0.65622448],2715592
2694,20124.svs,2669972,79.77,66.35,0,[0.99838087 0.98895993 0.98255566 0.92028503 0.86535302],2715571
2695,20124.svs,2669972,73.14,57.65,0,[0.99857585 0.98922608 0.97421376 0.8376332  0.62626006],2715544
2696,20124.svs,2669972,82.12,69.67,0,[0.99907932 0.99182898 0.97734974 0.91559284 0.88837041],2715523
2697,20124.svs,2669972,89.4,80.84,0,[0.99824503 0.99123236 0.97798731 0.91793743 0.86756202],2715504
2698,20124.svs,2669972,80.8,67.78,0,[0.99884167 0.99134273 0.98355406 0.90976976 0.82857269],2715487
2699,20124.svs,2669972,84.89,73.75,0,[0.99952917 0.99270886 0.96654566 0.89392326 0.8241846 ],2715466
2700,20124.svs,2669972,71.79,56.0,0,[0.99733338 0.98549655 0.96858001 0.87714235 0.84242626],2715449
2701,20124.svs,2669972,82.81,70.67,0,[0.99922732 0.99230446 0.97924259 0.86326218 0.77062399],2715428
2702,20124.svs,2669972,72.56,56.94,0,[0.99816966 0.98799611 0.96556054 0.8723874  0.785461  ],2715413
2703,20124.svs,2669972,89.16,80.45,0,[0.99674333 0.99479851 0.98418378 0.91614731 0.90878025],2715392
2704,20124.svs,2669972,80.5,67.36,0,[0.99758479 0.98406946 0.97428245 0.84905518 0.67160995],2715369
2705,20124.svs,2669972,82.63,70.41,0,[0.99836008 0.98596597 0.9623568  0.83586923 0.68205115],2715342
2706,20124.svs,2669972,83.5,71.68,0,[0.99091371 0.99171328 0.98124935 0.86106436 0.71644121],2715309
2707,20124.svs,2669972,91.23,83.88,0,[0.9987857  0.99203368 0.97078039 0.84169997 0.62966684],2715292
2708,20124.svs,2669972,74.69,59.61,0,[0.99882103 0.98500063 0.94429001 0.71999985 0.51189216],2715269
2709,20124.svs,2669972,79.85,66.46,0,[0.99858095 0.98862313 0.9634937  0.80835756 0.54087386],2715254
2710,20124.svs,2669972,77.45,63.2,0,[0.99491423 0.94577766 0.93319874 0.80392703 0.53413625],2715233
2711,20124.svs,2669972,57.95,40.8,0,[0.99798379 0.9702186  0.92645372 0.75305016 0.50026688],2715218
2712,20124.svs,2669972,80.04,66.72,0,[0.99916865 0.98969215 0.97156426 0.91908091 0.89428763],2715195
2713,20124.svs,2669972,93.59,87.95,0,[0.99911061 0.99202    0.98170797 0.94035717 0.9258963 ],2715174
2714,20124.svs,2669972,71.78,55.99,0,[0.99691083 0.98621751 0.95994133 0.86446593 0.79523828],2715151
2715,20124.svs,2669972,80.87,67.89,0,[0.99731332 0.98687198 0.9654383  0.84413218 0.6407473 ],2715128
2716,20124.svs,2669972,87.65,78.02,0,[0.99860152 0.98601487 0.91986907 0.79318216 0.65320048],2715113
2717,20124.svs,2669972,89.15,80.42,0,[0.99850681 0.98208996 0.93775203 0.79915019 0.62604245],2715096
2718,20124.svs,2669972,78.22,64.24,0,[0.99730684 0.96434241 0.91203227 0.77938936 0.72580315],2715077
2719,20124.svs,2669972,83.35,71.45,0,[0.99902081 0.99033036 0.9663062  0.86000969 0.82651694],2715062
2720,20124.svs,2669972,83.17,71.19,0,[0.99970119 0.99337559 0.96652957 0.88357203 0.77322389],2715039
2721,20124.svs,2669972,73.75,58.41,0,[0.99779568 0.98999415 0.97963226 0.89091854 0.77432649],2715018
2722,20124.svs,2669972,90.53,82.71,0,[0.9991927  0.98901893 0.95636247 0.831628   0.6972309 ],2714991
2723,20124.svs,2669972,73.25,57.79,1,[0.99840356 0.99050562 0.97821433 0.83025096 0.73367351],2689487
2724,20124.svs,2669972,86.84,76.73,1,[0.99881474 0.98795463 0.95073571 0.85460255 0.76049401],2689462
2725,20124.svs,2669972,64.2,47.27,1,[0.99803654 0.98993847 0.96540597 0.91159511 0.86205796],2689439
2726,20124.svs,2669972,79.6,66.12,1,[0.99714891 0.98178678 0.94308199 0.87744482 0.84988688],2689422
2727,20124.svs,2669972,75.21,60.28,1,[0.99909798 0.99017054 0.95905961 0.88714332 0.80039515],2689362
2728,20124.svs,2669972,75.7,60.9,1,[0.99717055 0.98338548 0.96319931 0.90483167 0.89008143],2689339
2729,20124.svs,2669972,76.04,61.35,1,[0.99886586 0.98344369 0.93595457 0.86156356 0.74974823],2689303
2730,20124.svs,2669972,71.23,55.31,1,[0.99550249 0.9809496  0.96829955 0.89847918 0.84211837],2689272
2731,20124.svs,2669972,75.97,61.26,1,[0.99837401 0.98584849 0.97717029 0.91705929 0.85376189],2689229
2732,20124.svs,2669972,83.45,71.61,1,[0.99924153 0.99318811 0.97769756 0.89905161 0.74141705],2689196
2733,20124.svs,2669972,79.82,66.42,1,[0.99765382 0.98850245 0.96900585 0.89849336 0.88841985],2689181
2734,20124.svs,2669972,68.22,51.77,1,[0.99879902 0.99240885 0.97615439 0.91858841 0.82163956],2689152
2735,20124.svs,2669972,70.05,53.9,1,[0.99859841 0.98505268 0.95858178 0.90378172 0.89855656],2689131
2736,20124.svs,2669972,89.31,80.69,1,[0.99828922 0.99091168 0.97964037 0.92894056 0.85827447],2689110
2737,20124.svs,2669972,83.11,71.1,1,[0.9969303  0.98580562 0.98079863 0.93140066 0.86127892],2689095
2738,20124.svs,2669972,72.1,56.37,1,[0.99763888 0.98194387 0.96649127 0.82156469 0.67035128],2689060
2739,20124.svs,2669972,75.4,60.52,1,[0.99870065 0.99563389 0.97766468 0.8225737  0.59402927],2689043
2740,20124.svs,2669972,47.33,31.0,1,[0.99703481 0.98718204 0.9367459  0.73081736 0.61446319],2689022
2741,20124.svs,2669972,37.69,23.22,1,[0.99510535 0.97224996 0.90034479 0.701831   0.55528067],2688999
2742,20124.svs,2669972,62.19,45.13,1,[0.99928684 0.98973457 0.95245537 0.8038367  0.62357979],2670300
2743,20124.svs,2669972,88.42,79.25,1,[0.99935295 0.99530719 0.98636228 0.94569604 0.8905668 ],2670267
2744,20124.svs,2669972,49.86,33.21,1,[0.99648016 0.98798439 0.96784803 0.87344091 0.79368452],2670232
2745,20124.svs,2669972,82.27,69.89,1,[0.99876241 0.9885961  0.95083023 0.80967958 0.6785463 ],2670207
2746,20124.svs,2669972,63.46,46.48,1,[0.99833898 0.98856312 0.95359862 0.83216766 0.7559194 ],2670159
2747,20124.svs,2669972,86.87,76.78,1,[0.99740511 0.9884056  0.97882027 0.93183205 0.80918131],2670117
2748,20124.svs,2669972,55.88,38.77,1,[0.9984988  0.99520987 0.97631739 0.89848195 0.83491881],2670096
2749,20124.svs,2669972,88.89,80.01,1,[0.99935953 0.98981262 0.96491065 0.90646127 0.82348901],2670071
2750,20124.svs,2669972,86.3,75.9,1,[0.99854163 0.99033297 0.98289051 0.96229069 0.91861105],2670052
2751,20124.svs,2669972,75.94,61.21,1,[0.99902912 0.99105418 0.97794084 0.93092751 0.8292366 ],2670031
2752,20124.svs,2669972,91.62,84.53,1,[0.99982128 0.99541063 0.98568099 0.97854683 0.96573675],2669972
2753,20124.svs,2669972,76.68,62.18,1,[0.9987466  0.99171394 0.95733242 0.86006306 0.79051884],2669953
2754,20124.svs,2669972,53.95,36.94,1,[0.99848852 0.98368762 0.95658288 0.839775   0.82792959],2669930
2755,20124.svs,2669972,80.34,67.14,1,[0.99875533 0.99171067 0.98244323 0.88880236 0.80532295],2669909
2756,20124.svs,2669972,76.58,62.05,1,[0.99906796 0.988047   0.9786666  0.88620328 0.71939395],2669880
2757,20124.svs,2669972,79.61,66.13,1,[0.99926904 0.99200086 0.96932576 0.85938037 0.75681264],2669857
2758,20124.svs,2669972,61.62,44.53,1,[0.99451007 0.97553359 0.97122999 0.88501373 0.76058378],2669822
2759,20124.svs,2669972,60.59,43.46,1,[0.99477683 0.97800982 0.96744553 0.8833809  0.7423566 ],2669785
2760,20124.svs,2669972,75.23,60.29,1,[0.99830351 0.98084391 0.96495958 0.85838098 0.7914785 ],2669756
2761,20124.svs,2669972,72.46,56.81,1,[0.99954705 0.98889603 0.97176414 0.89778914 0.80657183],2669733
2762,20124.svs,2669972,74.71,59.63,1,[0.99859361 0.98715451 0.97462267 0.89885769 0.84860158],2669706
2763,20124.svs,2669972,82.68,70.47,1,[0.99970339 0.99179465 0.96363108 0.91731734 0.85394101],2669666
2764,20124.svs,2670267,85.25,74.29,0,[0.99931774 0.9837384  0.93855638 0.84048164 0.74706922],2778776
2765,20124.svs,2670267,57.54,40.39,0,[0.99709936 0.97661721 0.94921599 0.73675416 0.42765405],2745160
2766,20124.svs,2670267,70.82,54.82,0,[0.99872721 0.98760188 0.97643567 0.85852219 0.79609103],2745135
2767,20124.svs,2670267,42.74,27.18,0,[0.9974463  0.95375456 0.92955684 0.74928965 0.44789573],2745114
2768,20124.svs,2670267,66.81,50.16,0,[0.99829876 0.9693605  0.96434484 0.83021122 0.70290553],2745085
2769,20124.svs,2670267,66.57,49.9,0,[0.99835735 0.98486855 0.93208672 0.73939013 0.66176657],2745054
2770,20124.svs,2670267,54.37,37.33,0,[0.99849524 0.98947635 0.96591083 0.80398254 0.76375246],2745005
2771,20124.svs,2670267,71.15,55.21,0,[0.99878072 0.99005431 0.94446731 0.80501701 0.66381797],2744972
2772,20124.svs,2670267,69.24,52.95,0,[0.99785032 0.98338265 0.94758365 0.75861527 0.64074817],2744939
2773,20124.svs,2670267,72.01,56.26,0,[0.9985925  0.98334256 0.94245335 0.79063451 0.68850279],2715779
2774,20124.svs,2670267,76.62,62.09,0,[0.9549712  0.92389394 0.92207734 0.75489791 0.66752978],2715754
2775,20124.svs,2670267,90.27,82.26,0,[0.9986855  0.98755636 0.96015744 0.84018863 0.80668791],2715717
2776,20124.svs,2670267,87.88,78.38,0,[0.99720965 0.98578866 0.97347534 0.89493183 0.84510725],2715682
2777,20124.svs,2670267,76.87,62.43,0,[0.99796881 0.9736033  0.96794991 0.89721371 0.68105433],2715649
2778,20124.svs,2670267,71.93,56.17,0,[0.99880446 0.98282379 0.95887054 0.75861375 0.63766775],2715632
2779,20124.svs,2670267,69.06,52.74,0,[0.99923002 0.98555135 0.97155724 0.86724226 0.70793352],2715615
2780,20124.svs,2670267,81.54,68.83,0,[0.99963324 0.99421516 0.9775758  0.85728945 0.74889833],2715592
2781,20124.svs,2670267,79.86,66.47,0,[0.99512587 0.98531538 0.98260089 0.91783737 0.85173114],2715571
2782,20124.svs,2670267,79.4,65.84,0,[0.99968512 0.99129927 0.9647998  0.82100616 0.65571158],2715544
2783,20124.svs,2670267,81.36,68.57,0,[0.99790578 0.9893     0.97791312 0.91253728 0.89081421],2715523
2784,20124.svs,2670267,90.22,82.19,0,[0.99194492 0.98230063 0.97194431 0.90204516 0.87755237],2715504
2785,20124.svs,2670267,77.89,63.79,0,[0.99936536 0.98862857 0.98250481 0.91163618 0.85927191],2715487
2786,20124.svs,2670267,82.8,70.65,0,[0.99932736 0.98954717 0.96787425 0.8980453  0.839967  ],2715466
2787,20124.svs,2670267,76.72,62.24,0,[0.99917451 0.98681567 0.97185761 0.88147168 0.81408615],2715449
2788,20124.svs,2670267,78.56,64.7,0,[0.99941948 0.99011421 0.98245407 0.89495474 0.81422098],2715428
2789,20124.svs,2670267,69.68,53.47,0,[0.9992567  0.98803231 0.9705258  0.88214888 0.83269628],2715413
2790,20124.svs,2670267,90.0,81.82,0,[0.99040776 0.98654738 0.98224269 0.90308883 0.9035047 ],2715392
2791,20124.svs,2670267,82.19,69.76,0,[0.99517877 0.97865185 0.97337173 0.84976535 0.74757485],2715369
2792,20124.svs,2670267,81.51,68.8,0,[0.99217749 0.974461   0.9559196  0.80956158 0.68182579],2715342
2793,20124.svs,2670267,82.78,70.61,0,[0.97909468 0.97967909 0.97552163 0.83998948 0.72443168],2715309
2794,20124.svs,2670267,88.87,79.96,0,[0.99788732 0.99009422 0.97389332 0.84744107 0.6983042 ],2715292
2795,20124.svs,2670267,79.25,65.63,0,[0.99792198 0.98386576 0.94435184 0.72682709 0.5510574 ],2715269
2796,20124.svs,2670267,80.51,67.38,0,[0.99666249 0.98351996 0.96104897 0.79413366 0.60165008],2715254
2797,20124.svs,2670267,81.5,68.78,0,[0.99398349 0.94148625 0.93302828 0.81344726 0.5575994 ],2715233
2798,20124.svs,2670267,61.42,44.32,0,[0.99761106 0.96766413 0.93281273 0.77154649 0.5273327 ],2715218
2799,20124.svs,2670267,82.22,69.81,0,[0.999465   0.9933967  0.97680098 0.90388632 0.78933543],2715195
2800,20124.svs,2670267,93.26,87.36,0,[0.99851585 0.99037764 0.97896484 0.91962338 0.89166351],2715174
2801,20124.svs,2670267,77.45,63.2,0,[0.99907917 0.99073749 0.96362173 0.85856943 0.70116878],2715151
2802,20124.svs,2670267,83.93,72.31,0,[0.99903267 0.98871919 0.96825234 0.84227876 0.58408645],2715128
2803,20124.svs,2670267,86.03,75.49,0,[0.99929412 0.98745596 0.92940377 0.81444921 0.71116227],2715113
2804,20124.svs,2670267,85.21,74.24,0,[0.9992746  0.98640468 0.95414877 0.84321962 0.70837105],2715096
2805,20124.svs,2670267,85.68,74.95,0,[0.9982048  0.9658799  0.92542277 0.80622257 0.75500591],2715077
2806,20124.svs,2670267,88.61,79.55,0,[0.99927207 0.99260852 0.97197877 0.8707094  0.83476331],2715062
2807,20124.svs,2670267,82.55,70.29,0,[0.9995258  0.99156311 0.97209406 0.90678014 0.82278253],2715039
2808,20124.svs,2670267,78.16,64.14,0,[0.99937007 0.99416445 0.98182314 0.89430533 0.81700499],2715018
2809,20124.svs,2670267,89.47,80.95,0,[0.99351537 0.9796938  0.95071157 0.80468105 0.70764242],2714991
2810,20124.svs,2670267,75.61,60.79,1,[0.99935845 0.99372464 0.98146772 0.83735283 0.69476459],2689487
2811,20124.svs,2670267,90.04,81.88,1,[0.99949521 0.99198777 0.9599367  0.88095732 0.81956614],2689462
2812,20124.svs,2670267,68.01,51.53,1,[0.99965647 0.99359239 0.96874701 0.91662148 0.81640863],2689439
2813,20124.svs,2670267,83.52,71.71,1,[0.99928815 0.98717708 0.95180076 0.88893348 0.82562571],2689422
2814,20124.svs,2670267,78.03,63.98,1,[0.99943969 0.9935659  0.96684267 0.90929778 0.86281047],2689362
2815,20124.svs,2670267,79.04,65.34,1,[0.99860801 0.98524063 0.96424981 0.90614787 0.84765378],2689339
2816,20124.svs,2670267,80.79,67.77,1,[0.9990352  0.97955139 0.93675317 0.87864493 0.80733414],2689303
2817,20124.svs,2670267,77.37,63.1,1,[0.9973638  0.98356637 0.97092181 0.90529034 0.78269007],2689272
2818,20124.svs,2670267,83.96,72.36,1,[0.99918777 0.98456033 0.9764025  0.92671237 0.80894956],2689229
2819,20124.svs,2670267,90.96,83.42,1,[0.99910535 0.98963002 0.97937231 0.92064626 0.8260677 ],2689196
2820,20124.svs,2670267,84.34,72.92,1,[0.99895492 0.98953636 0.97263356 0.91325153 0.87819325],2689181
2821,20124.svs,2670267,73.69,58.34,1,[0.99959262 0.99289561 0.97752867 0.93229945 0.79929187],2689152
2822,20124.svs,2670267,76.78,62.31,1,[0.99899985 0.98435929 0.95956176 0.90256768 0.85814823],2689131
2823,20124.svs,2670267,87.68,78.06,1,[0.99943516 0.99237111 0.97987913 0.9195273  0.7923203 ],2689110
2824,20124.svs,2670267,86.42,76.09,1,[0.99895642 0.98725208 0.98338754 0.93544701 0.80805124],2689095
2825,20124.svs,2670267,75.88,61.14,1,[0.99844557 0.98148365 0.96356612 0.81178728 0.68330012],2689060
2826,20124.svs,2670267,79.37,65.8,1,[0.9986158  0.99362682 0.97398733 0.79523809 0.57127218],2689043
2827,20124.svs,2670267,50.69,33.95,1,[0.99807573 0.98783341 0.93748286 0.71546773 0.5582641 ],2689022
2828,20124.svs,2670267,41.23,25.97,1,[0.9978773  0.97822478 0.90201089 0.69337804 0.51202176],2688999
2829,20124.svs,2670267,68.5,52.09,1,[0.99925557 0.98802419 0.95822297 0.83172373 0.71064964],2670300
2830,20124.svs,2670267,93.91,88.52,1,[0.99991776 0.99829256 0.99266258 0.98333455 0.95837042],2670267
2831,20124.svs,2670267,54.97,37.9,1,[0.99843058 0.99203506 0.97097414 0.87371899 0.70080007],2670232
2832,20124.svs,2670267,84.77,73.57,1,[0.99789901 0.98718857 0.95293236 0.80531918 0.71949552],2670207
2833,20124.svs,2670267,70.8,54.8,1,[0.99954796 0.99163827 0.96811437 0.86923174 0.78701453],2670159
